acc,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,platform,instrument,bioproject,avgspotlen,mbases,collection_date_sam,abstract,category
SRR7495926,China,Asia,ILLUMINA,HiSeq X Ten,PRJNA479838,300.0,11510.0,2017-09-30,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '1861841', 'Project_Id': '479838', 'Project_Acc': 'PRJNA479838', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '503170', 'Sort_By_DataType': '492935', 'Sort_By_Organism': '139909', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2018/07/05 00:00', 'Project_Name': 'human stool', 'Project_Title': 'human stool Raw sequence reads', 'Project_Description': 'Intestinal flora diversity in patients with adenomatous polyps', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'feces metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Guangxi Medical University', 'Submitter_Organization_List': ['Guangxi Medical University'], 'Supergroup': 'Other'}, attributes={'uid': '479838'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR24079797,China,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJNA950351,300.0,10452.0,2021-12-02,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '950351', 'Project_Acc': 'PRJNA950351', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '136621', 'Sort_By_DataType': '114390', 'Sort_By_Organism': '650075', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2023/03/30 00:00', 'Project_Name': '', 'Project_Title': 'Predicted_the_microbial_interaction_under_YCFA_culture_condition', 'Project_Description': 'Correlation networks inferred from the dynamics microbial community data are widely applied to predict microbial interactions in the human gut. However, the complexity of correlation networks and the number of cultivated isolates constrain the experimentally tested.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Shandong University', 'Submitter_Organization_List': ['Shandong University'], 'Supergroup': ''}, attributes={'uid': '950351'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR10403505,China,Asia,BGISEQ,BGISEQ-500,PRJNA588035,100.0,12253.0,2017-01-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '588035', 'Project_Acc': 'PRJNA588035', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '408405', 'Sort_By_DataType': '395904', 'Sort_By_Organism': '753580', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2019/11/06 00:00', 'Project_Name': '', 'Project_Title': ""Cross-sectional study of intestinal flora in Parkinson's patients in central China"", 'Project_Description': ""Intestinal microbiome disorderplays play an important role in the occurrence and development of Parkinson's disease, and the purpose of this study is to accurately, comprehensively and in detail assess the composition of the intestinal microbiome in patients with Parkinson's disease in central China."", 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Hubei University', 'Submitter_Organization_List': ['Hubei University'], 'Supergroup': ''}, attributes={'uid': '588035'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR23096386,China,Asia,ILLUMINA,Illumina HiSeq 1500,PRJNA924526,300.0,503.0,2022-11-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '2705415', 'Project_Id': '924526', 'Project_Acc': 'PRJNA924526', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '153143', 'Sort_By_DataType': '131662', 'Sort_By_Organism': '269089', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2023/01/17 00:00', 'Project_Name': 'human feces metagenome in vitro culture', 'Project_Title': 'Metagenomic sequencing of human feces in vitro culture for 72 hours after phage treatment', 'Project_Description': 'Metagenomic data of 99 samples of human feces with a 72-hours batch culture (sampling every 24 hours) in vitro with and without phage treatment', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human feces metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences', 'Submitter_Organization_List': ['Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences'], 'Supergroup': 'Other'}, attributes={'uid': '924526'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR16945656,China,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJNA778457,300.0,6986.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '1861841', 'Project_Id': '778457', 'Project_Acc': 'PRJNA778457', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '255030', 'Sort_By_DataType': '237211', 'Sort_By_Organism': '139482', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2021/11/07 00:00', 'Project_Name': 'Fecal metagenome', 'Project_Title': 'Fecal metagenome Raw sequence reads', 'Project_Description': 'normal metagenome of feces', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': 'yes', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'feces metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Zhejiang Academy of Agricultural Sciences', 'Submitter_Organization_List': ['Zhejiang Academy of Agricultural Sciences'], 'Supergroup': 'Other'}, attributes={'uid': '778457'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR14572507,China,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJNA730593,174.0,1004.0,2019-02-28,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '730593', 'Project_Acc': 'PRJNA730593', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '290449', 'Sort_By_DataType': '274191', 'Sort_By_Organism': '711892', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2021/05/17 00:00', 'Project_Name': '', 'Project_Title': 'The preservation of microbial community in human fecal samples by a self-made cost-effective preservation buffer', 'Project_Description': 'In the burgeoning microbiome filed, powerful sequencing approaches and accompanied bioanalytical methods have made tremendous contributions to the discoveries of breakthroughs, which favor to unravel the intimate interplay between gut microbiota and human health. The proper preservation of samples is essential to guarantee the authenticity and reliability of microbiome studies. Hence, the development of preservation methods is extremely important to hold samples eligible for the consequent analysis, especially population cohort-based investigations or those spanning species or geography, which frequently facing difficulties in suppling freezing conditions. Although there are several commercial products available, the exploration of cost-efficient and ready-to-use preservation methods are still in a large demand. Here, we performed shotgun metagenomic sequencing and demonstrated that microbial consortia in human fecal samples were substantially preserved within a temporary storage of 4h, independent of the storage temperature. We also verified a previous reported self-made preservation buffer (PB buffer) could not only preserve fecal microbiota at ambient temperature up to 4 weeks but also enable samples to endure a high temperature condition which mimics temperature variations in summer logistics. Moreover, PB buffer exhibited suitability for human saliva as well. Collectively, PB buffer may be a valuable choice to stabilize samples if neither freezing facilities nor liquid nitrogen is available.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'QuantiHealth', 'Submitter_Organization_List': ['QuantiHealth'], 'Supergroup': ''}, attributes={'uid': '730593'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR5279286,China,Asia,ILLUMINA,Illumina HiSeq 2000,PRJNA375935,200.0,4346.0,2015-10-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '435153', 'Project_Acc': 'PRJEB24527', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '543999', 'Sort_By_DataType': '534341', 'Sort_By_Organism': '785414', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2018/02/21 00:00', 'Project_Name': '', 'Project_Title': 'EMG produced TPA metagenomics assembly of the human gut Metagenome (human gut metagenome) data set.', 'Project_Description': 'The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA375935.  This project includes samples from the following biomes: Host-associated, Human, Digestive system.', 'Keyword': 'TPA:assembly', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Unknown', 'Submitter_Organization': 'EMG', 'Submitter_Organization_List': ['EMG'], 'Supergroup': ''}, attributes={'uid': '435153'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
ERR11866549,China,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJEB65297,299.0,12879.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '1007556', 'Project_Acc': 'PRJEB65297', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '99942', 'Sort_By_DataType': '76196', 'Sort_By_Organism': '637041', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2023/08/21 00:00', 'Project_Name': 'Metagenome-wide analyses uncover gut bacterial signatures and implicate taxon-specific functions in end-stage renal disease', 'Project_Title': 'gut microbiome of ESRD', 'Project_Description': 'Gut microbiota is essential in patients with end-stage renal disease (ESRD) for its role in regulating host metabolism and production of uremic toxins, however, the understanding of the holistic gut ecosystem and its functional capacity in such patients is still insufficient. Herein, we performed a metagenome-wide association study on feces from two independent Chinese cohorts comprising 378 hemodialytic ESRD patients and 290 healthy volunteers. We identified a set of 348 ESRD-associated species and functionally characterized them using a genome-centric strategy, revealing numerous taxa-specific functions (e.g., antimicrobial resistance, aromatic compounds degradation, biosynthesis of small bioactive molecules) that interconnected to disease. We also demonstrated the effectiveness of gut bacterial abundances in predicting serum uremic toxin concentrations across different cohorts. Furthermore, the majority of ESRD-associated microbial signatures were reproducible in the gut microbiome of 47 additional non-dialyzed chronic kidney disease patients. Our results delineate the taxonomic and functional landscape of the ESRD microbiome and provide biomarkers that aid in future mechanism and clinical intervention studies.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Shenzhen Puensum Genetech Institute', 'Submitter_Organization_List': ['Shenzhen Puensum Genetech Institute'], 'Supergroup': ''}, attributes={'uid': '1007556'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
ERR1620282,China,Asia,ILLUMINA,Illumina HiSeq 2000,PRJEB15371,198.0,6468.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '496917', 'Project_Acc': 'PRJEB27122', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing', 'Sort_By_ProjectType': '488886', 'Sort_By_DataType': '478189', 'Sort_By_Organism': '774700', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2018/10/16 00:00', 'Project_Name': '', 'Project_Title': ""EMG produced TPA metagenomics assembly of the The gut microbiome in Crohn's disease and modulation by exclusive enteral nutrition (123CD-metagenomics) data set."", 'Project_Description': 'The 123CD-metagenomics Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB15371.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.', 'Keyword': 'TPA:assembly', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Unknown', 'Submitter_Organization': 'EMG', 'Submitter_Organization_List': ['EMG'], 'Supergroup': ''}, attributes={'uid': '496917'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other Disease
SRR14610598,China,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJNA731589,300.0,12443.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '731589', 'Project_Acc': 'PRJNA731589', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '289713', 'Sort_By_DataType': '273438', 'Sort_By_Organism': '711577', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2021/05/20 00:00', 'Project_Name': '', 'Project_Title': 'Metagenomic sequencing of microbial DNA extracted from stool samples of CRC and HS', 'Project_Description': 'Microbial DNA extracted from fecal sample from CRC patients and healthy subjects.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Shanghai Jiao Tong University', 'Submitter_Organization_List': ['Shanghai Jiao Tong University'], 'Supergroup': ''}, attributes={'uid': '731589'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Cancer
ERR1398215,China,Asia,ILLUMINA,Illumina HiSeq 2500,PRJEB13870,250.0,4962.0,2015-01-05,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '354139', 'Project_Acc': 'PRJEB13870', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '615711', 'Sort_By_DataType': '607933', 'Sort_By_Organism': '799105', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2016/11/19 00:00', 'Project_Name': 'Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension', 'Project_Title': 'Hypertension is one of the most prevalent cardiovascular diseases worldwide. Recent findings have identified a link between gut microbiota and blood pressure, yet the contributions of gut microbes and bacterial metabolites towards hypertension remain largely uncharacterized. We carried out metagenomic and metabonomics analyses, in combination with faecal microbiota transplantation, and elucidate that dysbiosis of gut microbiome triggers the pathogenesis of hypertension through altering the metabolic effects.', 'Project_Description': 'Hypertension is one of the most prevalent cardiovascular diseases worldwide. Recent findings have identified a link between gut microbiota and blood pressure, yet the contributions of gut microbes and bacterial metabolites towards hypertension remain largely uncharacterized. We carried out metagenomic and metabonomics analyses, in combination with faecal microbiota transplantation, and elucidate that dysbiosis of gut microbiome triggers the pathogenesis of hypertension through altering the metabolic effects. Notably, we demonstrate similar discrepancy of microbial compositional and functional features in pre-hypertension and hypertension when compared with the controls, highlighting varied intestinal microbiota in prehypertensive populations. The impairment of host metabolism in pre-hypertension and hypertension was identified to be closely linked with dysbiotic gut microbiome. The hypertensive phenotype was transferrable from hypertension patients to germ-free mice by faecal transplant. Overall, our results explicate a novel role for aberrant gut microbiota as key contributor to the pathogenesis of hypertension, and emphasize the significance of early intervention for pre-hypertension.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Beijing Chaoyang Hospita', 'Submitter_Organization_List': ['Beijing Chaoyang Hospita'], 'Supergroup': ''}, attributes={'uid': '354139'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR7880214,China,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA492158,302.0,7974.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '492158', 'Project_Acc': 'PRJNA492158', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '492908', 'Sort_By_DataType': '482329', 'Sort_By_Organism': '776277', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2018/09/19 00:00', 'Project_Name': '', 'Project_Title': 'Gut microbiota profile of vegetarians versus omnivores', 'Project_Description': 'Results on the difference of gut microbial composition between vegetarians and omnivores are inconclusive and little is known about how such potential differences are translated to active functionalities. We aimed to characterize the gut microbiota composition, gut microbiota-host cometabolites and microbial functionalities of individuals consuming vegetarian diets.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Zhejiang University', 'Submitter_Organization_List': ['Zhejiang University'], 'Supergroup': ''}, attributes={'uid': '492158'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR12101443,China,Asia,ILLUMINA,Illumina HiSeq 3000,PRJNA641593,299.0,2500.0,2019-10-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '641593', 'Project_Acc': 'PRJNA641593', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '362771', 'Sort_By_DataType': '348942', 'Sort_By_Organism': '737447', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2020/06/24 00:00', 'Project_Name': '', 'Project_Title': 'Characterizing the gut DNA and RNA viromes in a population of Chinese residents and visiting Pakistanis', 'Project_Description': 'Differences in gut virome between Chinese and visiting Pakistanis', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': 'DNA and RNA viromes', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Inner Mongolia Agricultural University', 'Submitter_Organization_List': ['Inner Mongolia Agricultural University'], 'Supergroup': ''}, attributes={'uid': '641593'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR24974156,China,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJNA908301,299.0,18612.0,2022-08-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '9606', 'Project_Id': '908301', 'Project_Acc': 'PRJNA908301', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '164564', 'Sort_By_DataType': '143451', 'Sort_By_Organism': '182495', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2022/12/05 00:00', 'Project_Name': 'Homo sapiens', 'Project_Title': 'Gastrointestinal symptoms of long COVID relate to the ectopic colonization of specific bacteria that move between the upper and lower alimentary tract', 'Project_Description': 'We prospectively collected oral, fecal, and serum samples from 983 antibiotic treatment-naive patients with mild COVID-19 and performed a 3-month follow-up postdischarge. Forty five and 25 paired fecal and saliva samples were collected from these patients at the 3 month follow up and from healthy controls, respectively. Shotgun metagenomic sequencing of fecal samples and 2bRAD sequencing for Microbiome (2bRAD-M) analysis of saliva samples collected from the 45 patients during hospitalization and after 3 months and from healthy controls were performed.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'Homo sapiens', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Changhai hospital', 'Submitter_Organization_List': ['Changhai hospital'], 'Supergroup': 'Eukaryotes'}, attributes={'uid': '908301'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR12635554,China,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJNA662682,291.0,439.0,2019-11-06,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '662682', 'Project_Acc': 'PRJNA662682', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '344536', 'Sort_By_DataType': '330237', 'Sort_By_Organism': '731435', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2020/09/10 00:00', 'Project_Name': '', 'Project_Title': 'mNGS diagnosis of pediatric infectious disease', 'Project_Description': 'To evaluate the diagnosis performance of mNGS', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': ""Children's hospital of Fudan university"", 'Submitter_Organization_List': [""Children's hospital of Fudan university""], 'Supergroup': ''}, attributes={'uid': '662682'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
